Time,Oxygen Level,Pulse Rate,Motion,O2 Reminder,PR Reminder
19:58:39 Jul 16 2025,98,121,24,0,0
19:58:41 Jul 16 2025,98,121,24,0,0
19:58:43 Jul 16 2025,97,121,24,0,0
19:58:45 Jul 16 2025,97,121,20,0,0
19:58:47 Jul 16 2025,97,121,24,0,0
19:58:49 Jul 16 2025,98,121,28,0,0
19:58:51 Jul 16 2025,97,121,42,0,0
19:58:53 Jul 16 2025,97,121,39,0,0
19:58:55 Jul 16 2025,97,120,29,0,0
19:58:57 Jul 16 2025,97,120,31,0,0
19:58:59 Jul 16 2025,96,120,43,0,0
19:59:01 Jul 16 2025,96,120,38,0,0
19:59:03 Jul 16 2025,97,121,27,0,0
19:59:05 Jul 16 2025,97,121,35,0,0
19:59:07 Jul 16 2025,98,121,39,0,0
19:59:09 Jul 16 2025,98,121,22,0,0
19:59:11 Jul 16 2025,98,120,35,0,0
19:59:13 Jul 16 2025,99,120,36,0,0
19:59:15 Jul 16 2025,99,119,38,0,0
19:59:17 Jul 16 2025,98,119,34,0,0
19:59:19 Jul 16 2025,98,118,30,0,0
19:59:21 Jul 16 2025,98,117,38,0,0
19:59:23 Jul 16 2025,98,116,41,0,0
19:59:25 Jul 16 2025,97,116,32,0,0
19:59:27 Jul 16 2025,97,116,28,0,0
19:59:29 Jul 16 2025,97,116,38,0,0
19:59:31 Jul 16 2025,97,118,37,0,0
19:59:33 Jul 16 2025,96,119,33,0,0
19:59:35 Jul 16 2025,96,120,26,0,0
19:59:37 Jul 16 2025,97,120,27,0,0
19:59:39 Jul 16 2025,97,120,27,0,0
19:59:41 Jul 16 2025,97,119,26,0,0
19:59:43 Jul 16 2025,97,118,20,0,0
19:59:45 Jul 16 2025,97,118,23,0,0
19:59:47 Jul 16 2025,97,119,22,0,0
19:59:49 Jul 16 2025,97,119,23,0,0
19:59:51 Jul 16 2025,97,119,23,0,0
19:59:53 Jul 16 2025,96,119,19,0,0
19:59:55 Jul 16 2025,96,119,32,0,0
19:59:57 Jul 16 2025,96,119,14,0,0
19:59:59 Jul 16 2025,95,119,13,0,0
20:00:01 Jul 16 2025,95,120,13,0,0
20:00:03 Jul 16 2025,94,120,11,0,0
20:00:05 Jul 16 2025,94,120,9,0,0
20:00:07 Jul 16 2025,94,120,10,0,0
20:00:09 Jul 16 2025,93,119,14,0,0
20:00:11 Jul 16 2025,93,120,35,0,0
20:00:13 Jul 16 2025,94,119,18,0,0
20:00:15 Jul 16 2025,94,119,11,0,0
20:00:17 Jul 16 2025,94,117,15,0,0
20:00:19 Jul 16 2025,94,116,13,0,0
20:00:21 Jul 16 2025,94,116,23,0,0
20:00:23 Jul 16 2025,94,115,22,0,0
20:00:25 Jul 16 2025,94,116,20,0,0
20:00:27 Jul 16 2025,94,117,17,0,0
20:00:29 Jul 16 2025,95,117,24,0,0
20:00:31 Jul 16 2025,95,117,21,0,0
20:00:33 Jul 16 2025,95,117,27,0,0
20:00:35 Jul 16 2025,95,118,15,0,0
20:00:37 Jul 16 2025,95,118,24,0,0
20:00:39 Jul 16 2025,94,119,37,0,0
20:00:41 Jul 16 2025,94,120,21,0,0
20:00:43 Jul 16 2025,94,120,17,0,0
20:00:45 Jul 16 2025,94,120,22,0,0
20:00:47 Jul 16 2025,94,121,20,0,0
20:00:49 Jul 16 2025,95,121,21,0,0
20:00:51 Jul 16 2025,95,121,17,0,0
20:00:53 Jul 16 2025,96,120,20,0,0
20:00:55 Jul 16 2025,96,119,20,0,0
20:00:57 Jul 16 2025,96,119,29,0,0
20:00:59 Jul 16 2025,96,118,24,0,0
20:01:01 Jul 16 2025,96,119,76,0,0
20:01:03 Jul 16 2025,96,118,29,0,0
20:01:05 Jul 16 2025,96,119,32,0,0
20:01:07 Jul 16 2025,96,119,23,0,0
20:01:09 Jul 16 2025,96,118,27,0,0
20:01:11 Jul 16 2025,97,119,29,0,0
20:01:13 Jul 16 2025,97,119,39,0,0
20:01:15 Jul 16 2025,97,120,20,0,0
20:01:17 Jul 16 2025,97,120,24,0,0
20:01:19 Jul 16 2025,97,120,28,0,0
20:01:21 Jul 16 2025,97,119,23,0,0
20:01:23 Jul 16 2025,98,119,28,0,0
20:01:25 Jul 16 2025,98,119,30,0,0
20:01:27 Jul 16 2025,98,119,34,0,0
20:01:29 Jul 16 2025,98,119,22,0,0
20:01:31 Jul 16 2025,98,119,43,0,0
20:01:33 Jul 16 2025,98,119,30,0,0
20:01:35 Jul 16 2025,98,119,29,0,0
20:01:37 Jul 16 2025,98,120,41,0,0
20:01:39 Jul 16 2025,98,119,35,0,0
20:01:41 Jul 16 2025,98,120,33,0,0
20:01:43 Jul 16 2025,98,121,33,0,0
20:01:45 Jul 16 2025,98,120,32,0,0
20:01:47 Jul 16 2025,98,119,25,0,0
20:01:49 Jul 16 2025,98,120,22,0,0
20:01:51 Jul 16 2025,98,119,23,0,0
20:01:53 Jul 16 2025,98,119,27,0,0
20:01:55 Jul 16 2025,97,119,22,0,0
20:01:57 Jul 16 2025,97,120,32,0,0
20:01:59 Jul 16 2025,97,118,47,0,0
20:02:01 Jul 16 2025,97,118,32,0,0
20:02:03 Jul 16 2025,97,119,41,0,0
20:02:05 Jul 16 2025,97,117,27,0,0
20:02:07 Jul 16 2025,97,117,28,0,0
20:02:09 Jul 16 2025,97,117,31,0,0
20:02:11 Jul 16 2025,97,118,34,0,0
20:02:13 Jul 16 2025,98,118,39,0,0
20:02:15 Jul 16 2025,98,118,22,0,0
20:02:17 Jul 16 2025,98,119,42,0,0
20:02:19 Jul 16 2025,98,120,15,0,0
20:02:21 Jul 16 2025,98,119,21,0,0
20:02:23 Jul 16 2025,98,119,25,0,0
20:02:25 Jul 16 2025,98,120,30,0,0
20:02:27 Jul 16 2025,98,119,20,0,0
20:02:29 Jul 16 2025,98,119,27,0,0
20:02:31 Jul 16 2025,97,119,28,0,0
20:02:33 Jul 16 2025,97,118,38,0,0
20:02:35 Jul 16 2025,97,118,29,0,0
20:02:37 Jul 16 2025,97,119,23,0,0
20:02:39 Jul 16 2025,97,119,31,0,0
20:02:41 Jul 16 2025,97,119,26,0,0
20:02:43 Jul 16 2025,98,120,29,0,0
20:02:45 Jul 16 2025,98,120,33,0,0
20:02:47 Jul 16 2025,98,120,28,0,0
20:02:49 Jul 16 2025,98,119,22,0,0
20:02:51 Jul 16 2025,98,119,21,0,0
20:02:53 Jul 16 2025,98,119,24,0,0
20:02:55 Jul 16 2025,98,119,23,0,0
20:02:57 Jul 16 2025,98,120,29,0,0
20:02:59 Jul 16 2025,98,119,22,0,0
20:03:01 Jul 16 2025,98,120,21,0,0
20:03:03 Jul 16 2025,98,120,28,0,0
20:03:05 Jul 16 2025,98,120,31,0,0
20:03:07 Jul 16 2025,98,120,25,0,0
20:03:09 Jul 16 2025,98,119,23,0,0
20:03:11 Jul 16 2025,98,119,25,0,0
20:03:13 Jul 16 2025,98,119,28,0,0
20:03:15 Jul 16 2025,98,119,28,0,0
20:03:17 Jul 16 2025,98,119,29,0,0
20:03:19 Jul 16 2025,98,119,36,0,0
20:03:21 Jul 16 2025,98,119,47,0,0
20:03:23 Jul 16 2025,98,119,35,0,0
20:03:25 Jul 16 2025,98,119,26,0,0
20:03:27 Jul 16 2025,98,119,28,0,0
20:03:29 Jul 16 2025,98,119,30,0,0
20:03:31 Jul 16 2025,98,119,26,0,0
20:03:33 Jul 16 2025,97,119,30,0,0
20:03:35 Jul 16 2025,97,119,34,0,0
20:03:37 Jul 16 2025,97,119,25,0,0
20:03:39 Jul 16 2025,97,119,34,0,0
20:03:41 Jul 16 2025,97,119,27,0,0
20:03:43 Jul 16 2025,98,120,40,0,0
20:03:45 Jul 16 2025,98,120,38,0,0
20:03:47 Jul 16 2025,98,119,22,0,0
20:03:49 Jul 16 2025,98,119,22,0,0
20:03:51 Jul 16 2025,98,120,24,0,0
20:03:53 Jul 16 2025,98,120,24,0,0
20:03:55 Jul 16 2025,98,119,25,0,0
20:03:57 Jul 16 2025,98,120,26,0,0
20:03:59 Jul 16 2025,98,120,28,0,0
20:04:01 Jul 16 2025,98,120,29,0,0
20:04:03 Jul 16 2025,98,119,34,0,0
20:04:05 Jul 16 2025,98,118,22,0,0
20:04:07 Jul 16 2025,98,120,42,0,0
20:04:09 Jul 16 2025,98,119,26,0,0
20:04:11 Jul 16 2025,98,118,33,0,0
20:04:13 Jul 16 2025,97,119,26,0,0
20:04:15 Jul 16 2025,97,118,37,0,0
20:04:17 Jul 16 2025,97,119,45,0,0
20:04:19 Jul 16 2025,97,119,26,0,0
20:04:21 Jul 16 2025,97,119,19,0,0
20:04:23 Jul 16 2025,97,120,27,0,0
20:04:25 Jul 16 2025,97,121,20,0,0
20:04:27 Jul 16 2025,97,121,38,0,0
20:04:29 Jul 16 2025,97,121,19,0,0
20:04:31 Jul 16 2025,97,120,18,0,0
20:04:33 Jul 16 2025,97,118,19,0,0
20:04:35 Jul 16 2025,97,117,16,0,0
20:04:37 Jul 16 2025,96,118,16,0,0
20:04:39 Jul 16 2025,96,119,21,0,0
20:04:41 Jul 16 2025,95,117,23,0,0
20:04:43 Jul 16 2025,95,119,24,0,0
20:04:45 Jul 16 2025,94,120,17,0,0
20:04:47 Jul 16 2025,95,121,24,0,0
20:04:49 Jul 16 2025,94,121,24,0,0
20:04:51 Jul 16 2025,93,120,22,0,0
20:04:53 Jul 16 2025,93,121,18,0,0
20:04:55 Jul 16 2025,92,121,24,0,0
20:04:57 Jul 16 2025,91,120,17,0,0
20:04:59 Jul 16 2025,91,120,19,0,0
20:05:01 Jul 16 2025,92,120,19,0,0
20:05:03 Jul 16 2025,92,120,21,0,0
20:05:05 Jul 16 2025,93,120,24,0,0
20:05:07 Jul 16 2025,93,120,18,0,0
20:05:09 Jul 16 2025,93,120,17,0,0
20:05:11 Jul 16 2025,93,121,19,0,0
20:05:13 Jul 16 2025,93,119,21,0,0
20:05:15 Jul 16 2025,93,120,24,0,0
20:05:17 Jul 16 2025,93,119,25,0,0
20:05:19 Jul 16 2025,93,120,21,0,0
20:05:21 Jul 16 2025,94,120,27,0,0
20:05:23 Jul 16 2025,94,119,37,0,0
20:05:25 Jul 16 2025,94,119,25,0,0
20:05:27 Jul 16 2025,94,117,21,0,0
20:05:29 Jul 16 2025,95,117,19,0,0
20:05:31 Jul 16 2025,95,116,13,0,0
20:05:33 Jul 16 2025,95,115,15,0,0
20:05:35 Jul 16 2025,95,115,23,0,0
20:05:37 Jul 16 2025,94,115,22,0,0
20:05:39 Jul 16 2025,94,114,14,0,0
20:05:41 Jul 16 2025,94,113,100,0,0
20:05:43 Jul 16 2025,93,113,5,0,0
20:05:45 Jul 16 2025,93,112,5,0,0
20:05:47 Jul 16 2025,94,111,5,0,0
20:05:49 Jul 16 2025,94,111,11,0,0
20:05:51 Jul 16 2025,94,110,18,0,0
20:05:53 Jul 16 2025,94,108,3,0,0
20:05:55 Jul 16 2025,94,109,14,0,0
20:05:57 Jul 16 2025,94,110,19,0,0
20:05:59 Jul 16 2025,94,109,14,0,0
20:06:01 Jul 16 2025,94,110,14,0,0
20:06:03 Jul 16 2025,94,110,23,0,0
20:06:05 Jul 16 2025,94,111,25,0,0
20:06:07 Jul 16 2025,94,111,3,0,0
20:06:09 Jul 16 2025,94,110,13,0,0
20:06:11 Jul 16 2025,94,111,14,0,0
20:06:13 Jul 16 2025,95,110,25,0,0
20:06:15 Jul 16 2025,95,110,7,0,0
20:06:17 Jul 16 2025,95,110,34,0,0
20:06:19 Jul 16 2025,95,110,18,0,0
20:06:21 Jul 16 2025,95,110,0,0,0
20:06:23 Jul 16 2025,95,110,9,0,0
20:06:25 Jul 16 2025,95,110,5,0,0
20:06:27 Jul 16 2025,95,110,8,0,0
20:06:29 Jul 16 2025,95,110,9,0,0
20:06:31 Jul 16 2025,95,110,15,0,0
20:06:33 Jul 16 2025,95,110,8,0,0
20:06:35 Jul 16 2025,95,110,5,0,0
20:06:37 Jul 16 2025,95,110,6,0,0
20:06:39 Jul 16 2025,95,110,8,0,0
20:06:41 Jul 16 2025,95,110,21,0,0
20:06:43 Jul 16 2025,95,110,8,0,0
20:06:45 Jul 16 2025,95,110,16,0,0
20:06:47 Jul 16 2025,95,110,10,0,0
20:06:49 Jul 16 2025,95,110,28,0,0
20:06:51 Jul 16 2025,95,110,20,0,0
20:06:53 Jul 16 2025,95,110,15,0,0
20:06:55 Jul 16 2025,95,110,13,0,0
20:06:57 Jul 16 2025,95,110,21,0,0
20:06:59 Jul 16 2025,95,110,10,0,0
20:07:01 Jul 16 2025,95,110,24,0,0
20:07:03 Jul 16 2025,95,110,7,0,0
20:07:05 Jul 16 2025,95,110,14,0,0
20:07:07 Jul 16 2025,95,110,9,0,0
20:07:09 Jul 16 2025,95,111,12,0,0
20:07:11 Jul 16 2025,95,111,47,0,0
20:07:13 Jul 16 2025,95,111,15,0,0
20:07:15 Jul 16 2025,95,110,10,0,0
20:07:17 Jul 16 2025,95,110,16,0,0
20:07:19 Jul 16 2025,95,110,7,0,0
20:07:21 Jul 16 2025,95,109,1,0,0
20:07:23 Jul 16 2025,95,109,1,0,0
20:07:25 Jul 16 2025,95,107,18,0,0
20:07:27 Jul 16 2025,96,105,6,0,0
20:07:29 Jul 16 2025,96,104,6,0,0
20:07:31 Jul 16 2025,96,102,23,0,0
20:07:33 Jul 16 2025,97,102,17,0,0
20:07:35 Jul 16 2025,97,102,8,0,0
20:07:37 Jul 16 2025,97,102,6,0,0
20:07:39 Jul 16 2025,97,102,6,0,0
20:07:41 Jul 16 2025,97,103,2,0,0
20:07:43 Jul 16 2025,97,104,2,0,0
20:07:45 Jul 16 2025,97,104,10,0,0
20:07:47 Jul 16 2025,97,104,10,0,0
20:07:49 Jul 16 2025,97,104,8,0,0
20:07:51 Jul 16 2025,97,104,3,0,0
20:07:53 Jul 16 2025,97,103,8,0,0
20:07:55 Jul 16 2025,97,103,2,0,0
20:07:57 Jul 16 2025,--,--,6,0,0
20:07:59 Jul 16 2025,--,--,2,0,0
20:08:01 Jul 16 2025,--,--,0,0,0
20:08:03 Jul 16 2025,--,--,0,0,0
20:08:05 Jul 16 2025,--,--,5,0,0
